               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 180,             0.02249,            0.042517,            0.014089,                   0,                   0,                   0,                   0,                   0,            0.031517,                   0,           0.0012426,           0.0012426,           0.0012426
                 181,             0.02018,             0.04179,            0.013982,                   0,                   0,                   0,                   0,                   0,            0.030392,                   0,           0.0012202,           0.0012202,           0.0012202
                 182,             0.02002,            0.042482,            0.012563,                   0,                   0,                   0,                   0,                   0,            0.032152,                   0,           0.0011989,           0.0011989,           0.0011989
                 183,            0.021817,            0.040843,            0.013246,                   0,                   0,                   0,                   0,                   0,            0.032658,                   0,           0.0011787,           0.0011787,           0.0011787
                 184,            0.020396,            0.037859,            0.014077,                   0,                   0,                   0,                   0,                   0,            0.032571,                   0,           0.0011595,           0.0011595,           0.0011595
                 185,            0.019211,            0.039897,            0.012518,                   0,                   0,                   0,                   0,                   0,            0.028982,                   0,           0.0011414,           0.0011414,           0.0011414
                 186,            0.020388,            0.037074,            0.013276,                   0,                   0,                   0,                   0,                   0,            0.026698,                   0,           0.0011243,           0.0011243,           0.0011243
                 187,            0.020127,            0.041758,            0.012236,                   0,                   0,                   0,                   0,                   0,            0.026624,                   0,           0.0011084,           0.0011084,           0.0011084
                 188,            0.020884,            0.040884,            0.013345,                   0,                   0,                   0,                   0,                   0,            0.027545,                   0,           0.0010935,           0.0010935,           0.0010935
                 189,            0.020352,            0.042949,            0.013388,                   0,                   0,                   0,                   0,                   0,            0.029622,                   0,           0.0010797,           0.0010797,           0.0010797
                 190,             0.02079,            0.042024,            0.011243,                   0,                   0,                   0,                   0,                   0,            0.030249,                   0,            0.001067,            0.001067,            0.001067
                 191,            0.022229,            0.039698,            0.012584,                   0,                   0,                   0,                   0,                   0,            0.030428,                   0,           0.0010554,           0.0010554,           0.0010554
                 192,            0.020165,            0.037535,            0.010952,                   0,                   0,                   0,                   0,                   0,            0.032252,                   0,           0.0010449,           0.0010449,           0.0010449
                 193,            0.020523,            0.040707,            0.012764,                   0,                   0,                   0,                   0,                   0,            0.033907,                   0,           0.0010355,           0.0010355,           0.0010355
                 194,            0.019741,            0.036466,            0.011548,                   0,                   0,                   0,                   0,                   0,            0.033086,                   0,           0.0010272,           0.0010272,           0.0010272
                 195,            0.021415,            0.042237,            0.013549,                   0,                   0,                   0,                   0,                   0,             0.03039,                   0,             0.00102,             0.00102,             0.00102
                 196,            0.020018,            0.038802,            0.012647,                   0,                   0,                   0,                   0,                   0,            0.027565,                   0,           0.0010139,           0.0010139,           0.0010139
                 197,            0.019738,            0.039799,              0.0131,                   0,                   0,                   0,                   0,                   0,            0.026236,                   0,           0.0010089,           0.0010089,           0.0010089
                 198,            0.018317,            0.036924,             0.01187,                   0,                   0,                   0,                   0,                   0,            0.026253,                   0,            0.001005,            0.001005,            0.001005
                 199,            0.019698,            0.038408,            0.012601,                   0,                   0,                   0,                   0,                   0,            0.026904,                   0,           0.0010022,           0.0010022,           0.0010022
